Accession,arike_abundance,li_complete,li_minimal,li_without_methionine,valgepea_11_abundance,valgepea_21_abundance,valgepea_31_abundance,lu_abundance,valgepea_40_abundance,valgepea_48_abundance,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,minimal_0.21_1,minimal_0.31_1,minimal_0.41_1,minimal_0.51_1,minimal_0.22_2,minimal_0.26_2,minimal_0.36_2,minimal_0.46_2,minimal_0.51_2,rich_0.22_1,rich_0.25_1,rich_0.35_1,rich_0.45_1,rich_0.55_1,rich_0.65_1,rich_0.74_1,rich_0.82_1,rich_0.22_2,rich_0.42_2,rich_0.53_2,rich_0.63_2,rich_0.73_2,rich_0.78_2
b1847,0.0008045816245719228,1.0847258917041769e-05,0.0006827354341642017,1.2323877225522654e-05,0.0008044724928872003,0.0005475031434779829,0.0009280151612934298,,0.001052956101876698,0.0011414011268835096,0.0001522638525296676,4.9987378200525545e-05,0.00013653214067177948,0.0001582753177918978,0.00020618950750726504,0.0001714461157253561,0.00016447747652111416,0.00010079927425842769,0.0001805777439594235,0.00018566879441294469,0.00019764855524166864,0.00015769353682981843,0.00023429859434874622,0.00010557814857919322,0.0002507121755424136,0.00010654666846940332,0.00013805917627877324,9.674178795127001e-05,0.00018618956984125065,0.00017913989701410336,0.0001581244068587678,9.689504502857928e-05,0.00010191615296645393,5.228535576517342e-05,5.220882572051872e-05,5.544162853088388e-05,7.80861474357225e-05,8.668287840604367e-05,6.115297487066392e-05,4.6935531539310644e-05,4.215107807895225e-05,0.00012135579614957108,,,,,,,,,0.00010478952753633599,6.461786754714626e-05,6.216002223438068e-05,4.465481691484262e-05,2.1024330280136855e-05
b0166,0.0008008393844576348,0.000852506001827099,0.0015145087489671586,0.0010572740252314668,0.0008011984769277756,0.0011954546519305342,0.001296752940269898,0.004631911500200619,0.001486710374212826,0.0017867836637719841,0.0022488834587715135,0.0011308619986348401,0.001105114412163955,0.0011589837786697033,0.0010978322771080331,0.0012623447685261204,0.0016092120675849546,0.0016034117114596407,0.0012531660303690111,0.0010553805156104225,0.0010248443605123559,0.0007884676841490921,0.0013088902955902182,0.001308879787180409,0.0019434400184663607,0.0030941781581335947,0.0023450051391119163,0.0020231652175896034,0.0015064024863051069,0.0010652993875690762,0.001117775979518876,0.001985359698136604,0.0009144820028030378,0.0009852542804089075,0.0012056854064823113,0.0016097789394959436,0.0009455880157816712,0.0009989712341612422,0.001099933643989529,0.0013819934673206565,0.001684197111621403,0.0006711323853043751,0.0007093609187437595,0.0007249368110686304,0.0007313687822189823,0.0007852422979665588,0.0008013764102429879,0.0007764782194688858,0.000977451661703254,0.0007079526674606424,0.000728860309003151,0.0007572684331398892,0.0007432817444269548,0.0007764717138410932,0.0008264364266762394
b0930,0.0007999038244290628,0.0009649632983547974,0.0007391569175488733,0.0007318854529048764,0.0007997953272308794,0.001039819240586539,0.0011053103056339521,0.001769604658105253,0.0010524344491138163,0.0011716461628588166,0.001988920783720861,0.0013848962157194783,0.001561241967323039,0.0014193722047144385,0.0014530133079371029,0.001562263561048284,0.0015380866723325808,0.001429943192968393,0.001657834227675671,0.0015146664807371803,0.0014978494499795973,0.0014352575813026444,0.0012004187241324653,0.0012076404666250184,0.0012367345572058658,0.0025673422328605306,0.0016006861017828782,0.0017792076653646615,0.0016219377802400117,0.0013514992230353952,0.0015948754829720546,0.0018785774036153124,0.0005383460415124835,0.0005714244808894313,0.000553638602605034,0.0006329738308325845,0.0005511271152228349,0.0005864530656894694,0.0005623122534041997,0.0006143338387942272,0.0006482592483341422,0.000488792250198432,0.0005424833267567842,0.0005331713202526005,0.00052801268851275,0.0005601882729355928,0.000561139374996364,0.0005789071348980386,0.0006694461267521999,0.0005668922762387333,0.0005092057252572578,0.0005472414441708867,0.0005361212579777288,0.0005609655426917168,0.0005790617212121853
b3192,0.0007952260242862028,0.00029049623497730737,0.00034119029103372143,0.00024915249460591535,0.0007951181615745585,0.0007750008238354044,0.0007209199842029726,0.00010909157147396711,0.0007081436256118987,0.0007421666520094569,0.0002570742008834225,0.00023627913739592674,0.0002733704072195047,0.00016235984212201128,0.00023893996619410134,0.0002990235125444853,0.0002738327717216387,0.0002466065965578278,0.00017709672720839847,0.0002003268571297561,0.00022017260712106109,0.00021313267087155145,0.00033409244008987884,0.0002907014775947649,0.00029530192488384956,0.0002799307304435984,0.0002789195532356665,0.00023386275696046143,0.00025106708105085114,0.0003243598135284948,0.0002444566979598192,0.00021870595877879323,0.00025365799043132806,0.0002168416628591282,0.0001956424419654753,0.00019206402406805832,0.00023470157675606844,0.00027226146451124223,0.0002042752267577693,0.0001812188235953665,0.0001825249620783321,0.00030318758827722956,0.0002449394093923605,0.00019891891276918732,0.00022905365467450827,0.00019930834602233138,0.0001871270008270496,0.00016747282011215695,5.284360151385336e-05,0.00033913879515619626,0.0002361383503207463,0.0001935580034714025,0.0001942523686051024,0.0002439314439620333,0.00014344189860934192
b0471,0.0007933549042290587,0.001079191575930176,0.0007998366260946522,0.0011485089302731267,0.0007937150118776622,0.0,0.0,,0.0007741327001164329,0.0009792412032312867,0.0005653156584434813,0.0006501090716789661,0.0006000067168535601,0.00036709662416895006,0.0004594289697477315,0.00046554558839261186,0.0005201044527829826,0.0005157172171361417,0.0004294704416577132,0.00033860124875834385,0.0003136474224205397,0.00031785103517260275,0.0004534111686934071,0.00047003970257859996,0.0006520199196153374,0.0005818784846299517,0.0005722452813873789,0.0005047397632240174,0.00046214117573961975,0.00036251979159067073,0.0004952747226323475,0.0005062271740268632,0.0006365798856503585,0.0006607508912375042,0.0006840612214149736,0.0007239665564396315,0.000627530867384133,0.0006426214427736157,0.000693797585667121,0.0006806354206214195,0.0007384038087830294,0.0006908526745428508,0.0007551022693740876,0.0006960612268686006,0.0007370834334045345,0.0007286916185685311,0.0007289419721371427,0.0006810346548831613,0.0007037831253339013,0.0007402734416342803,0.0007030830643627481,0.0006929155642187155,0.0007061928192576642,0.0007094169070037724,0.0007085395956837919
b3453,0.0007933549042290587,2.877844202480469e-06,5.624405733629209e-05,3.8213572792318305e-06,0.0007932472953120301,0.000523681396843698,0.0002630831174085169,,0.00015362673866865868,0.0001086494753882183,3.746763634063365e-05,3.9607485459432814e-05,4.959239190320241e-05,6.688408590560842e-05,0.00011439596837092111,7.296531818076512e-05,6.179018712549964e-05,7.220041039905984e-05,7.397160595928191e-05,0.00012850234981738015,0.00019145444097483575,0.0002722677471827334,0.00016487678861578438,0.00018801588103143998,5.847146375905284e-05,4.52135309003003e-05,5.562384203695501e-05,2.7087700626355608e-05,7.598667408795672e-05,0.00013196992413169154,5.906946233229832e-05,3.1441453386824706e-05,0.00023473734293176998,0.00014086365427798243,7.186310346961143e-05,3.693661931345036e-05,0.00022612456602460673,0.000163723867420914,9.808487488463753e-05,5.645778836309612e-05,3.595902311363605e-05,0.00029959708122699293,0.00023911411981227234,0.00013450411688282847,7.488170191745218e-05,4.1625464138620626e-05,,2.7805471682611662e-05,,0.00018595755803565406,0.00010947570046415702,6.039649717872814e-05,3.221899585345323e-05,4.9382455356577066e-05,2.493720385022194e-05
b3956,0.0007877415440576268,0.00014001818908222283,0.0007879490808532277,0.00023835716029208545,0.000787634696524445,0.0011089023058259654,0.0013650823082924763,0.002643010684445125,0.0014387183200277101,0.0018810085835412097,0.002463455825479988,0.0005763572022027809,0.0007500083960669501,0.0011334555016064938,0.001102445017768151,0.0024172559397308696,0.0015958760559751347,0.0011814612610755247,0.0030676460118408085,0.002306201867444997,0.001970854539446838,0.0016939735401640653,0.0015619906289916416,0.001938009850631766,0.0020864637427690795,0.0023707616637287897,0.0037135917561362773,0.0024732248397976854,0.0019329943408339864,0.001446899168190835,0.0011041445651344994,0.0033339805289425437,0.000590358655282073,0.0006894605563114228,0.0008144100736675008,0.0010085830335613921,0.0006133324601104326,0.00064497956713357,0.0007794118120758712,0.0009406928817056138,0.0010412489857044096,0.0003585930721205326,0.00039260411792363295,0.00039285497312850024,0.00042173889557763045,0.00047426290266588906,0.0005019685243736431,0.0005252217610068802,0.0006213940473063583,0.0003874233702471828,0.00038828178623439967,0.0004397785825171005,0.00046143377793247194,0.0004944995094560754,0.0005144032238362708
b2890,0.0007863382040147688,0.0008794027764887434,0.0005070836462685262,0.0008831156672304761,0.0007862315468275487,0.0010195707559473967,0.0010953769613839736,0.0008575576648178889,0.0011731970637209282,0.0012402791291104749,0.0010109659585303132,0.0012619764332591696,0.0009642965092289358,0.0007607426564836378,0.0008349060594813193,0.0008549923786825852,0.0008490594058252109,0.0006891857356273893,0.000996441044980915,0.0008403955957638548,0.000765817763899343,0.0007268686463249443,0.000976244143119776,0.0008243773245224677,0.0008118699644242589,0.0011362356895814596,0.0010484493966677851,0.0011356644672540395,0.0008265217181497046,0.0006783996099942376,0.0008451476918313452,0.0010915523439954237,0.0006230850511940624,0.000688948652593375,0.0007594254786726578,0.0008547451947953748,0.0006402874875469492,0.000669647982403983,0.0007097812221465701,0.0008234700163971384,0.0008694681049200933,0.0005810574148561027,0.0006403478355510045,0.000655879552762691,0.000723208588114144,0.0008263867751869448,0.0008531443384107494,0.0009435494676698235,0.0010336916780591641,0.0006219879005352636,0.000684806498184477,0.0007815427925289837,0.000815388651681613,0.0008829956869204514,0.0009691708092242193
b0194,0.0007802570638290507,0.0006727514254875497,0.0004018699995795003,0.0005271562366700311,0.0007801512314743314,0.0009334154389533995,0.0010138031343614245,0.0013556640053960889,0.0010589551086498375,0.0011746706664563474,0.0018857609920340946,0.001860186041232672,0.0018857353958254745,0.0012253572990340474,0.0016144592310412252,0.0014548299637269122,0.0017470175208864288,0.0015893466964468368,0.0017405083755125156,0.0014364901462475194,0.0012895019700952172,0.0012627802753950304,0.0016198421337691097,0.0016053663688069106,0.0011483963745483041,0.0016827296717676983,0.0018127770102691096,0.0019642789118801346,0.001813015381747739,0.0015210991255339545,0.0018447847466856247,0.0020209537963103677,0.00044562519395866017,0.0004676070698949294,0.0004939395662423785,0.000529036890437507,0.00043716293426750814,0.00045852384035646775,0.00048761096840613477,0.0005355723689317261,0.0005387081842456961,0.0004337170410374972,0.00047998807179976404,0.000502750484046892,0.0005456674423628264,0.0006063617294212652,0.0005735546214241922,0.0005842134332201425,0.0006760885861523194,0.0004741268617522492,0.0004916337913120197,0.0005343374367903252,0.0005363417479189105,0.0005727676296536468,0.0005683005369728181
b0382,0.0007779181637576207,1.9370105209003157e-05,0.00018452309031464912,0.00012610479021465043,0.0007782803652118031,0.0007257692141245488,0.00065921284568038,,0.0005362590402423807,0.0,0.0001287434200250848,0.0001466842737359684,0.00017173661640553428,0.00021290583070716573,0.00022879193674184222,0.00022471527439720304,0.0002089308485538477,0.0002522326025629493,0.0002458468080411428,0.0002765487832571755,0.0002928126744321017,0.00026672383377856004,0.00014896762480198062,0.00016921429292829598,0.00022883795888435066,0.00020247798620569266,0.00016527084000908217,0.00021872056406374089,0.00025151144756598536,0.00015051991346747148,0.00021901139110898303,0.00013565306304001097,0.0003464202489552756,0.0002232167126756156,0.00026467518641810976,,0.00029877426456455204,0.00028810783388096874,0.0002536866653258214,0.00022492976310255504,0.00017785032916211923,0.00028222168998613277,0.000290288982451168,0.00023437561332679603,0.00019120867913623637,0.00035678463778797507,0.00012175668079370557,,7.748226106534107e-05,0.00034063078657933045,0.0002197037808580192,0.00019532269130761472,0.000134903695653108,0.00014025316491689444,0.00010961012147616501
b1854,0.0007746437036576187,0.0001521383406272848,0.0002858333639393267,0.0001717700097014708,0.0007745386326867464,0.0007920730755899754,0.0008831646069526186,0.0001568866810817395,0.0007264014723127579,0.0006062966442434623,0.000668475450130248,0.0007784919555819551,0.0007438858785480362,0.0006177843049296655,0.0007057493209980213,0.0009534731762271762,0.000862395417435031,0.0008720309307938396,0.0007310135177152566,0.0007964214076134206,0.0008502829584470645,0.0008377469144084104,0.0006175648134994731,0.0006551630315941716,0.00047113697417366316,0.0007745274423790574,0.0005922538576596649,0.0006687801862718232,0.000795416062090307,0.0008903994881174369,0.0007042897431927877,0.0007356113622577855,0.0008057641590495467,0.0007895889359869505,0.0007277704435400243,0.0005914633996696692,0.000830531589472378,0.0008250475743993377,0.0007757584096039582,0.000669557945406153,0.0005915658564896393,0.0007285386389521467,0.0007592137869501267,0.000703305912434924,0.0007178614610710939,0.0006893967606681322,0.0006063062727590914,0.0005544232713652995,0.0005802608024073757,0.0008261981328900915,0.0007277966705702849,0.0007013071533098647,0.0006118701922048984,0.000581682991725364,0.0005530024634821071
b1635,0.0007741759236433327,3.907226936444637e-05,0.000245202798860428,6.152385219563248e-05,0.0007740709161211143,0.0007618988631865477,0.0006700492212258108,,0.0005592117618091752,0.0005418514522037696,0.00010728618335423733,4.261219125290702e-05,5.877616818157323e-05,0.00016593380091086058,0.0001365371235394865,0.00014324479642849596,0.000132471048657546,0.00015518399897460262,0.00012705711141241364,0.00015293245434539919,0.000184697225411018,0.00018048518082475312,0.00015764535051860087,0.0001475201528092837,0.00017120781115060796,0.00010025609025718763,0.00013485780407520749,0.0001072571996851037,0.00013242122151000643,0.00017542989914694736,0.00010587065171865777,8.70077955358671e-05,0.0004099776596955647,0.00036226412164161686,0.0003240096024454751,0.00028085506321781314,0.00040457772196032934,0.00039931786301491615,0.0003314836124372776,0.0002800084427489754,0.00025568141480349223,0.0003766720919390428,0.0003950150883586677,0.00033174577446057834,0.00023868372793255124,0.00019798317562541717,0.00018595641870596726,,0.00015312274399149583,0.0004643515080582382,0.00027004578557141684,0.00020765464414487003,0.00016999685122881143,0.00013563916576881345,0.00014071415865588165
b3858,0.0007713692435576167,0.00028236079078952604,0.00028122028668146047,0.00015724885204038984,0.0007712646167273217,0.0008881541203482581,0.0008295847500890991,0.0013217775469051918,0.000809605087992388,0.0009257307549672819,0.00017619692420099746,0.00016580512878534975,0.00011112369296828689,0.0001388738272238587,0.00012131507936109778,0.00015309287618295506,0.00011468969984445257,0.00013455531028915696,0.000124881475943023,0.00015390965852651994,0.00016949349039242808,0.00015954150796454285,6.110565192120078e-05,4.526843904833901e-05,0.0001430237243027192,0.00019815321368479437,0.00015846792407650496,0.0001299704890301845,0.00010931416272302545,8.055995368681572e-05,9.63286616495942e-05,9.254465525178592e-05,0.0003412105558296526,0.00032775150903378863,0.0003123214999872709,0.00032602077519365845,0.00033317889282546634,0.0003455098093899088,0.00033739639696558536,0.00031293037358729673,0.0003417388994250085,0.00029004515136176964,0.000259372634971502,0.00024894506483541263,0.00024488216749616573,0.0002275348883918234,0.0001828093645416803,0.00016735881966239435,0.00016025995477114002,0.0002778533140004746,0.00021648082456781297,0.000187043301557272,0.00018619340676565143,0.0001889844425555445,0.00018894653738854645
b3736,0.0007503191429147466,0.0009887608561830012,0.0007943364185948887,0.0005301177885614357,0.0007502173712738775,0.0010477598227979674,0.001166114412861092,,0.0010620850252271276,0.000842905887219518,0.0010604826585399612,0.0010898887378147373,0.0016010383311959792,0.0008015878997847727,0.0012869546441728625,0.0011728167707583108,0.0012669211029329062,0.0015096449447076147,0.0009442257937155396,0.0008306235539526474,0.0006982456082611656,0.0006116784455937878,0.0010630214002859781,0.0009834676853952245,0.0010474384515110904,0.0009514499545976238,0.0007283121763112095,0.0011020151497057715,0.001088697962078912,0.0007949995429619972,0.0011495826130824213,0.0010361837468362356,0.0018005453326320204,0.001964421581180579,0.0020922838372485577,0.0020217004737305513,0.0018154354178071086,0.0018873628172783085,0.002078148796289161,0.002087792569618175,0.001958036300001827,0.0019793298642615926,0.0022061270768063503,0.0024541707004189506,0.002603219807383849,0.002422766284080063,0.0026473152785017884,0.0024924249067289723,0.002532965700545013,0.0021962581718374275,0.0025003942485716988,0.0025785705333729765,0.002571354568362826,0.0024449918904484082,0.002489256863220277
b2296,0.0007409635426290266,0.0019706038176485014,0.00021237897991022598,0.001520709129270307,0.0007408630399612356,0.0006221446162654092,0.0005300793704306617,0.0007409572767653129,0.000426972786418666,0.00042366315777718526,0.0009078061668435466,0.0016880983457882397,0.0008693974876857706,0.0005360938183273957,0.0007933913935402593,0.0006625071834817938,0.0008268327198088441,0.002784872972535165,0.0006265830151845056,0.000708473031312552,0.000822127893597824,0.0008808662408853138,0.0012076501622296488,0.0010847070059506153,0.0008833818265756184,0.0009514499545976238,0.0010884665492123572,0.0015100131249785188,0.0011775712651057619,0.001134199347959116,0.001117775979518876,0.00135653063040011,0.00037183043261678904,0.00028532409821706734,0.00024159881201504002,0.00019633712094855696,0.0003456762933731558,0.0003227928973757334,0.00028195576038058046,0.00022038423731752442,0.00020661126221353113,0.00037835965471829476,0.00038945837884393194,0.00033005646720399626,0.0002762941227825605,0.00022112938508846166,0.0001899386609091364,0.0002506149096871723,0.00035663069868450406,0.0004655740767527653,0.00029047382285497667,0.00023924485725828595,0.00018685685652205245,0.00019641228342128216,0.00025160166424384933
b3181,0.0007395602025861685,0.0005076074427913628,0.00026791333305300016,0.000284404515506829,0.0007399276068299715,0.0007706335036191189,0.0007775099453846673,,0.0007318788263230157,0.000721227780949629,0.00029544964339089973,0.0005244577384973172,0.0003704123098942896,0.0002440503287242811,0.0002629262176267139,0.0003084239523101054,0.00031606347515273557,0.000272861291248395,0.0002658626543595368,0.0002584705059064414,0.00024100735510949908,0.00025070808394428163,0.00018512481528789825,0.00018078450099176922,0.0002637525739347204,0.00026656325174264007,0.0002997284725588439,0.0003074706390972973,0.0002590656783232676,0.0002300198677636712,0.0002821702777565943,0.0003080866941929112,0.0005704958105111212,0.0005589148905691857,0.0005483629664368131,0.0005154849585018328,0.000556837063257569,0.0005808030188477535,0.000587833854985194,0.0005349064618507953,0.0005256261807965549,0.0005971124422206373,0.0006304781916467044,0.0005769304549169369,0.0006022315768710574,0.0005459402126766228,0.0005759529147537219,0.0005304297873357562,0.0003640196837467154,0.0007178425314997269,0.0006403119289087111,0.0006341876532038061,0.000645828971353976,0.0006115713429685562,0.0006124438858285722
b3029,0.0007381568625433106,0.0002451148456305,0.00042883875893317977,0.0004580852038479157,0.0007385244571330752,0.0008119245311185462,0.0007209199842029726,,0.0006040738994170008,0.0006260722446888553,4.82787825094068e-05,3.714908981022663e-05,3.336772047808064e-05,5.565164399779632e-05,4.474358440314253e-05,5.237387869416884e-05,4.489790575306089e-05,4.29451791724278e-05,3.785605716739721e-05,3.610769449241214e-05,3.553169183974157e-05,3.3817871765457157e-05,0.00011931872860352818,0.00012365659867837015,9.464805284738769e-05,9.317918976844497e-05,0.00013245677492253316,5.930692217882205e-05,4.14593958620255e-05,4.001497699575386e-05,4.321158359847362e-05,4.350389776793355e-05,0.0002530552297404062,0.0002587289382824529,0.00022646644702918337,0.0002110141154705754,0.00031871704952757767,0.0002886912366180383,0.00023590036407993844,0.00020918150514677076,0.00021200847237420897,0.00030381417146811425,0.00027208657486408125,0.00030081580666060145,0.00024185712504920702,0.00020647003070879726,0.0001805961465744873,0.00015510660976165888,0.0001786527868454096,0.0003324580593949321,0.00022140728185950816,0.00020064214002072056,0.00016990671798117145,0.0001522326669408479,0.00014960281128540296
b3713,0.0007358179624718806,3.885089673348634e-05,0.00013839231773598684,5.1588323269629715e-05,0.0007357181577392826,0.0005788684432131248,0.00042592976102179795,,0.0003849797390066897,0.0003829486862719643,0.00023520432504582802,0.00021497304176947327,0.00014969555333744431,0.00046053011822029614,0.0003353462459905631,0.00024799255381683364,0.0002498279508239626,0.00030474199194408376,0.00028587850067793064,0.0003039105003285568,0.00033222976522103846,0.0003899219094268557,0.0004331631420212932,0.000574171575149859,0.000417713406566471,0.00023982829434072335,0.0005162212678249782,0.00032093036611660446,0.00033283051983555307,0.00034714980042673877,0.00022855338117804658,0.0001862757804426973,9.74576094081779e-05,7.801674742538586e-05,6.568724951968867e-05,6.420993462118957e-05,9.772069944172385e-05,9.189526064588652e-05,6.826126938661516e-05,5.744077959500072e-05,5.980492527715619e-05,0.00011797119820021596,9.284848549732217e-05,7.065396067816167e-05,6.175824001051556e-05,5.712715168301028e-05,4.6005404206054e-05,,5.208586204693036e-05,0.00016582044629879093,7.371473461920395e-05,5.734090956678046e-05,4.5026145617630915e-05,4.30807589903522e-05,4.408704890337445e-05
b0185,0.0007128967417718665,0.0005620097668497916,0.0003193668870830466,0.0004540727787047223,0.00071280004602331,0.000755546397417405,0.0006486774805667666,0.00077874331937625,0.0006220709197364193,0.0007133175407714718,0.0009243117335134293,0.0012729026361445303,0.0012153197275044049,0.0005820447170411725,0.0007611022089194349,0.0007117475822540893,0.000800160696589204,0.000797017517392219,0.0007136084339601314,0.000659612822256514,0.0006419354785626845,0.0006837493198480408,0.0006052713687342611,0.0006660101016536777,0.0007361515221463486,0.0007863222765269618,0.0006842933085121804,0.0006687801862718232,0.0007554230757282247,0.0007207995856188776,0.0006952021336032034,0.0007237466628665309,0.0004865490894196861,0.0004782647681092762,0.0004979741190706601,0.0005080521190246927,0.000491969021536698,0.0004899320541014071,0.0004908714973990182,0.0005179936985721257,0.0004992893754143511,0.0005380372790230469,0.0006092866090547961,0.0005519512673772981,0.0005506777671528605,0.0005636497766375414,0.0005616886560616041,0.0005866060206408534,0.0006074105059780585,0.0005718065155703613,0.0005415622114177324,0.000554509333067528,0.000571398283301179,0.0005259916585175098,0.0005959040494188233
b4383,0.0007021378014432885,0.00011550117020339884,0.00017955516096002395,0.00014339643190317445,0.0007020425650137719,0.0005391655321559832,0.0004352610844081412,,0.0003716775935532065,0.0003301362003766205,0.00030741617922656466,0.0012018823173896853,0.00037653482741320353,0.0004988225338151101,0.0004658868066718965,0.00040600946987701824,0.00038807793784576396,0.0003544383783226574,0.0004251191707189319,0.0005081461741827959,0.0005912563618340515,0.0006467898971535521,0.0016993879528381284,0.0018512332901557168,0.000723531781766697,0.0005936733187778562,0.0008563670644538397,0.0004416472928210153,0.0004488101802855923,0.0006677996160880776,0.000421210704477235,0.0003539635318390957,0.0004048592276815596,0.0002991620257161934,0.00025643381533184113,0.00020583756917357446,0.0003776893026874867,0.00032458214531631184,0.00026865103282071903,0.00022666619703231726,0.00019646442161808372,0.0005595118053466465,0.0005252442932560002,0.000371536999037665,0.00031253987813264225,0.00021314013287765472,0.0001812111994998264,0.00016258766373676662,0.00013468071161006659,0.000568697423574042,0.00031666079160830475,0.0002642798549640771,0.00018708730092591383,0.0001653120641358517,0.00015362561057316736
b2000,0.0006979277813147144,6.751865244281101e-06,2.182340395067485e-05,1.5763098776831303e-05,0.0006983008324887151,0.0,0.0,,0.0,0.0,4.3327112508442e-05,4.971422312839153e-05,5.326590241455074e-05,6.688408590560842e-05,2.7722571367307898e-05,0.00011638639709815296,3.791872634392172e-05,3.971022571948291e-05,2.4323604547787404e-05,3.5130490311291375e-05,3.3560837300294735e-05,7.391884538897739e-05,9.979384574113266e-05,8.533028446811506e-05,7.824239035384048e-05,0.00027324699109311924,9.04387647507326e-05,4.5426578690161574e-05,7.687540711822521e-05,0.00016164990706893942,1.3267910000793161e-05,0.00022819771829179692,4.73899682398501e-06,5.301148352611077e-06,3.6483039195372368e-06,2.8560841630097154e-06,6.606171440143661e-06,3.520271054851001e-06,,,,,,,,,,,,,,,2.226984140080407e-06,2.2580198045791847e-06,1.3410016519468735e-06
b0860,0.0006946533212147124,3.010667781056491e-05,0.0010446845728583213,1.4139021933157774e-05,0.0006945590999636584,0.001061655841667967,0.0015462905882466262,0.0013139783786651116,0.0014277636120071946,0.00279301274525816,0.0017165789336677972,0.00015733732154919516,0.0003183709109835217,0.0007096861023572192,0.0008302933188212016,0.0009579495761155668,0.0010090915451430517,0.0009189143141698525,0.0008528491040011326,0.0007573332403685902,0.001182512723668103,0.0015091764266916216,0.0006016556496856693,0.0006920430697964925,0.0009086213073349218,0.0013603375383916439,0.0008643704949627542,0.0006982233391265576,0.0008531837090577595,0.0009539994515543966,0.0007815344247042547,0.0010361837468362356,0.00037110038751078374,0.0004704776229220357,0.0004498484122155309,0.0005701740003419119,0.00030238756809954125,0.00040740964880207854,0.0004436350724306365,0.0004549307483831729,0.000519071861482628,0.00025496248760229254,0.00022852896826778632,0.00019364664840875755,0.00028333579994574735,0.0003251439765276897,0.0004163254783566585,0.00038792163342277506,0.00013040232076049933,0.00019739749543026992,0.00025412230771743125,0.00027306395026766044,0.00037785685689593136,0.0007070404129991235,0.0004141577818365591
b0726,0.0006937177611861404,0.00018988237420597097,0.00037632064861285654,0.00020616222521455726,0.0006940913833980263,0.0010485538810191101,0.0011721346214974425,0.0016219447075991615,0.001209191104359765,0.0008363915717786827,0.001225538325238788,0.0028954437646206057,0.002384720573616956,0.0037322341066412025,0.0021172479629940643,0.0025963119352664893,0.0021337618575712107,0.0034271753247865416,0.0027630570461261183,0.0023990362646514694,0.0022805602527884846,0.0023099639184055434,0.001569222067088825,0.0012944170271010674,0.0013040398392306749,0.0013367478700958351,0.0016727169763631076,0.002351246063685215,0.0023418115347574966,0.0015051991346747146,0.0027081076576961384,0.0023848045776421753,0.0008482578567602461,0.0008609157702431178,0.0008738159702490392,0.000924924470816912,0.0008616729367778892,0.0009251062701251093,0.0008620764916693993,0.000939029270857962,0.0008752962271585907,0.0009178672315495978,0.0010310462407898088,0.0011593461969136797,0.001277008367361731,0.0014314564465915077,0.001382286806385142,0.0013579288386137715,0.0012624630998959525,0.0008939565750870171,0.001208795392177928,0.0014046140777930992,0.0014082012946931538,0.0013295678010151904,0.0012868449269497985
b1901,0.0006923144211432824,2.213726309600361e-07,1.596834435415233e-06,0.0,0.000692220517135498,0.0005244754550648408,0.00016766281052236148,,4.6427095896470704e-05,2.0473562814053983e-05,8.500366834989575e-06,1.622541128476075e-05,1.4694042045393307e-05,4.360229722396152e-05,6.411709517563722e-05,3.661695108703428e-05,2.3293566945152384e-05,3.0052248744024255e-05,3.032835844330558e-05,8.990278466311006e-05,0.00012669779182158245,0.00023838827637945206,0.00013161217336874018,0.00010991697660299568,1.2872135187244725e-05,1.4271749318964356e-05,6.442761559676085e-06,2.1998241347180097e-05,4.6214117573961975e-05,0.00010599993906159963,4.371140212590076e-05,6.762878653015124e-06,0.00014674273834526652,,,,0.00014220639846970762,4.7687162550241265e-05,,,,0.00014494963032555102,0.00020295468232896414,,,,,,,,,,,,
b0053,0.0006838943808861344,0.00021428870676931495,0.00022905702845789618,0.00024322939082310603,0.0006838016189541203,0.000646760421120837,0.0005616854657715018,0.00023805610111086894,0.0005164362352528764,0.0005655821727382413,0.0005034197834314214,0.0005463101442680388,0.0004346987438428853,0.00036045927213251556,0.0004073050002884006,0.0003975043100890763,0.00045342439473388226,0.000443985640570842,0.00035114756475964997,0.00037671221182205357,0.0003885398949195196,0.0003917698805615802,0.00044979544964481526,0.0003832631421025507,0.0005005830350595171,0.000432477252089829,0.0003821638068006622,0.00040883920821145413,0.0004137052255899866,0.0004923697169411303,0.0004234826068746311,0.0004350389776793355,0.00031337261848235937,0.00027369973079532993,0.00025806361750567815,0.0002749606424401861,0.0003090611265008353,0.00028703117425794405,0.0002775110225132679,0.0002798193242303829,0.00027520109359105595,0.0003949268730541611,0.00036651690606551374,0.00031224009866666406,0.0003120995315883217,0.0002641511130060748,0.00025203475560064997,0.00023379940916303896,0.00019009034056642753,0.0003957445580774754,0.0002909010479321992,0.00027021024121572063,0.0002417651985982271,0.0003343489618387239,0.0002461244450693284
